
Время,с. Число_поставленных_задач Состояние_первого_терминала Состояние_второго_терминала Состояние_третьего_терминала Количество_решенных_задач Количество_задач_в_очереди
162 13 Активен Не_активен Не_активен 6 7
165 13 Активен Не_активен Не_активен 6 7
168 13 Активен Не_активен Не_активен 6 7
171 13 Активен Не_активен Не_активен 6 7
174 14 Не_активен Активен Не_активен 7 7
177 14 Не_активен Активен Не_активен 7 7
180 15 Не_активен Активен Не_активен 7 8
183 15 Не_активен Активен Не_активен 7 8
186 15 Не_активен Активен Не_активен 7 8
189 15 Не_активен Активен Не_активен 7 8
192 15 Не_активен Активен Не_активен 7 8
195 16 Не_активен Не_активен Активен 8 8
198 16 Не_активен Не_активен Активен 8 8
201 16 Не_активен Не_активен Активен 8 8
204 16 Не_активен Не_активен Активен 8 8
207 16 Не_активен Не_активен Активен 8 8
210 18 Не_активен Не_активен Активен 8 10
213 18 Не_активен Не_активен Активен 8 10
216 19 Активен Не_активен Не_активен 9 10
219 19 Активен Не_активен Не_активен 9 10
222 19 Активен Не_активен Не_активен 9 10
225 19 Активен Не_активен Не_активен 9 10
228 19 Активен Не_активен Не_активен 9 10
231 19 Активен Не_активен Не_активен 9 10
234 19 Активен Не_активен Не_активен 9 10
237 20 Не_активен Активен Не_активен 10 10
240 21 Не_активен Активен Не_активен 10 11
243 21 Не_активен Активен Не_активен 10 11
246 21 Не_активен Активен Не_активен 10 11
249 21 Не_активен Активен Не_активен 10 11
252 21 Не_активен Активен Не_активен 10 11
255 21 Не_активен Активен Не_активен 10 11
258 22 Не_активен Не_активен Активен 11 11
261 22 Не_активен Не_активен Активен 11 11
264 22 Не_активен Не_активен Активен 11 11
267 22 Не_активен Не_активен Активен 11 11
270 24 Не_активен Не_активен Активен 11 13
273 24 Не_активен Не_активен Активен 11 13
276 24 Не_активен Не_активен Активен 11 13
279 25 Активен Не_активен Не_активен 12 13
282 25 Активен Не_активен Не_активен 12 13
285 25 Активен Не_активен Не_активен 12 13
288 25 Активен Не_активен Не_активен 12 13
291 25 Активен Не_активен Не_активен 12 13
294 25 Активен Не_активен Не_активен 12 13
297 25 Активен Не_активен Не_активен 12 13
300 28 Не_активен Активен Не_активен 13 15
303 28 Не_активен Активен Не_активен 13 15
306 28 Не_активен Активен Не_активен 13 15
309 28 Не_активен Активен Не_активен 13 15
312 28 Не_активен Активен Не_активен 13 15
315 28 Не_активен Активен Не_активен 13 15
318 28 Не_активен Активен Не_активен 13 15
321 29 Не_активен Не_активен Активен 14 15
324 29 Не_активен Не_активен Активен 14 15
327 29 Не_активен Не_активен Активен 14 15
330 30 Не_активен Не_активен Активен 14 16
333 30 Не_активен Не_активен Активен 14 16
336 30 Не_активен Не_активен Активен 14 16
339 30 Не_активен Не_активен Активен 14 16
342 31 Активен Не_активен Не_активен 15 16
345 31 Активен Не_активен Не_активен 15 16
348 31 Активен Не_активен Не_активен 15 16
351 31 Активен Не_активен Не_активен 15 16
354 31 Активен Не_активен Не_активен 15 16
357 31 Активен Не_активен Не_активен 15 16
360 33 Активен Не_активен Не_активен 15 18
363 34 Не_активен Активен Не_активен 16 18
366 34 Не_активен Активен Не_активен 16 18
369 34 Не_активен Активен Не_активен 16 18
372 34 Не_активен Активен Не_активен 16 18
375 34 Не_активен Активен Не_активен 16 18
378 34 Не_активен Активен Не_активен 16 18
381 34 Не_активен Активен Не_активен 16 18
384 35 Не_активен Не_активен Активен 17 18
387 35 Не_активен Не_активен Активен 17 18
390 36 Не_активен Не_активен Активен 17 19
393 36 Не_активен Не_активен Активен 17 19
396 36 Не_активен Не_активен Активен 17 19
399 36 Не_активен Не_активен Активен 17 19
402 36 Не_активен Не_активен Активен 17 19
405 37 Активен Не_активен Не_активен 18 19
408 37 Активен Не_активен Не_активен 18 19
411 37 Активен Не_активен Не_активен 18 19
414 37 Активен Не_активен Не_активен 18 19
417 37 Активен Не_активен Не_активен 18 19
420 39 Активен Не_активен Не_активен 18 21
423 39 Активен Не_активен Не_активен 18 21
426 40 Не_активен Активен Не_активен 19 21
429 40 Не_активен Активен Не_активен 19 21
432 40 Не_активен Активен Не_активен 19 21
435 40 Не_активен Активен Не_активен 19 21
438 40 Не_активен Активен Не_активен 19 21
441 40 Не_активен Активен Не_активен 19 21
444 40 Не_активен Активен Не_активен 19 21
447 41 Не_активен Не_активен Активен 20 21
450 42 Не_активен Не_активен Активен 20 22
453 42 Не_активен Не_активен Активен 20 22
456 42 Не_активен Не_активен Активен 20 22
459 42 Не_активен Не_активен Активен 20 22
462 42 Не_активен Не_активен Активен 20 22
465 42 Не_активен Не_активен Активен 20 22
468 43 Активен Не_активен Не_активен 21 22
471 43 Активен Не_активен Не_активен 21 22
474 43 Активен Не_активен Не_активен 21 22
477 43 Активен Не_активен Не_активен 21 22
480 45 Активен Не_активен Не_активен 21 24
483 45 Активен Не_активен Не_активен 21 24
486 45 Активен Не_активен Не_активен 21 24
489 46 Не_активен Активен Не_активен 22 24
492 46 Не_активен Активен Не_активен 22 24
495 46 Не_активен Активен Не_активен 22 24
498 46 Не_активен Активен Не_активен 22 24
501 46 Не_активен Активен Не_активен 22 24
504 46 Не_активен Активен Не_активен 22 24
507 46 Не_активен Активен Не_активен 22 24
510 49 Не_активен Не_активен Активен 23 26
513 49 Не_активен Не_активен Активен 23 26
516 49 Не_активен Не_активен Активен 23 26
519 49 Не_активен Не_активен Активен 23 26
522 49 Не_активен Не_активен Активен 23 26
525 49 Не_активен Не_активен Активен 23 26
528 49 Не_активен Не_активен Активен 23 26
531 50 Активен Не_активен Не_активен 24 26
534 50 Активен Не_активен Не_активен 24 26
537 50 Активен Не_активен Не_активен 24 26
540 51 Активен Не_активен Не_активен 24 27
543 51 Активен Не_активен Не_активен 24 27
546 51 Активен Не_активен Не_активен 24 27
549 51 Активен Не_активен Не_активен 24 27
552 52 Не_активен Активен Не_активен 25 27
555 52 Не_активен Активен Не_активен 25 27
558 52 Не_активен Активен Не_активен 25 27
561 52 Не_активен Активен Не_активен 25 27
564 52 Не_активен Активен Не_активен 25 27
567 52 Не_активен Активен Не_активен 25 27
570 54 Не_активен Активен Не_активен 25 29
573 55 Не_активен Не_активен Активен 26 29
576 55 Не_активен Не_активен Активен 26 29
579 55 Не_активен Не_активен Активен 26 29
582 55 Не_активен Не_активен Активен 26 29
585 55 Не_активен Не_активен Активен 26 29
588 55 Не_активен Не_активен Активен 26 29
591 55 Не_активен Не_активен Активен 26 29
594 56 Активен Не_активен Не_активен 27 29
597 56 Активен Не_активен Не_активен 27 29
600 57 Активен Не_активен Не_активен 27 30
603 57 Активен Не_активен Не_активен 27 30
606 57 Активен Не_активен Не_активен 27 30
609 57 Активен Не_активен Не_активен 27 30
612 57 Активен Не_активен Не_активен 27 30
615 58 Не_активен Активен Не_активен 28 30
618 58 Не_активен Активен Не_активен 28 30
621 58 Не_активен Активен Не_активен 28 30
624 58 Не_активен Активен Не_активен 28 30
627 58 Не_активен Активен Не_активен 28 30
630 60 Не_активен Активен Не_активен 28 32
633 60 Не_активен Активен Не_активен 28 32
636 61 Не_активен Не_активен Активен 29 32
639 61 Не_активен Не_активен Активен 29 32
642 61 Не_активен Не_активен Активен 29 32
645 61 Не_активен Не_активен Активен 29 32
648 61 Не_активен Не_активен Активен 29 32
651 61 Не_активен Не_активен Активен 29 32
654 61 Не_активен Не_активен Активен 29 32
657 62 Активен Не_активен Не_активен 30 32
660 63 Активен Не_активен Не_активен 30 33
663 63 Активен Не_активен Не_активен 30 33
666 63 Активен Не_активен Не_активен 30 33
669 63 Активен Не_активен Не_активен 30 33
672 63 Активен Не_активен Не_активен 30 33
675 63 Активен Не_активен Не_активен 30 33
678 64 Не_активен Активен Не_активен 31 33
681 64 Не_активен Активен Не_активен 31 33
684 64 Не_активен Активен Не_активен 31 33
687 64 Не_активен Активен Не_активен 31 33
690 66 Не_активен Активен Не_активен 31 35
693 66 Не_активен Активен Не_активен 31 35
696 66 Не_активен Активен Не_активен 31 35
699 67 Не_активен Не_активен Активен 32 35
702 67 Не_активен Не_активен Активен 32 35
705 67 Не_активен Не_активен Активен 32 35
708 67 Не_активен Не_активен Активен 32 35
711 67 Не_активен Не_активен Активен 32 35
714 67 Не_активен Не_активен Активен 32 35
717 67 Не_активен Не_активен Активен 32 35
720 70 Активен Не_активен Не_активен 33 37
723 70 Активен Не_активен Не_активен 33 37
726 70 Активен Не_активен Не_активен 33 37
729 70 Активен Не_активен Не_активен 33 37
732 70 Активен Не_активен Не_активен 33 37
735 70 Активен Не_активен Не_активен 33 37
738 70 Активен Не_активен Не_активен 33 37
741 71 Не_активен Активен Не_активен 34 37
744 71 Не_активен Активен Не_активен 34 37
747 71 Не_активен Активен Не_активен 34 37
750 72 Не_активен Активен Не_активен 34 38
753 72 Не_активен Активен Не_активен 34 38
756 72 Не_активен Активен Не_активен 34 38
759 72 Не_активен Активен Не_активен 34 38
762 73 Не_активен Не_активен Активен 35 38
765 73 Не_активен Не_активен Активен 35 38
768 73 Не_активен Не_активен Активен 35 38
771 73 Не_активен Не_активен Активен 35 38
774 73 Не_активен Не_активен Активен 35 38
777 73 Не_активен Не_активен Активен 35 38
780 75 Не_активен Не_активен Активен 35 40
783 76 Активен Не_активен Не_активен 36 40
786 76 Активен Не_активен Не_активен 36 40
789 76 Активен Не_активен Не_активен 36 40
792 76 Активен Не_активен Не_активен 36 40
795 76 Активен Не_активен Не_активен 36 40
798 76 Активен Не_активен Не_активен 36 40
801 76 Активен Не_активен Не_активен 36 40
804 77 Не_активен Активен Не_активен 37 40
807 77 Не_активен Активен Не_активен 37 40
810 78 Не_активен Активен Не_активен 37 41
813 78 Не_активен Активен Не_активен 37 41
816 78 Не_активен Активен Не_активен 37 41
819 78 Не_активен Активен Не_активен 37 41
822 78 Не_активен Активен Не_активен 37 41
825 79 Не_активен Не_активен Активен 38 41
828 79 Не_активен Не_активен Активен 38 41
831 79 Не_активен Не_активен Активен 38 41
834 79 Не_активен Не_активен Активен 38 41
837 79 Не_активен Не_активен Активен 38 41
840 81 Не_активен Не_активен Активен 38 43
843 81 Не_активен Не_активен Активен 38 43
846 82 Активен Не_активен Не_активен 39 43
849 82 Активен Не_активен Не_активен 39 43
852 82 Активен Не_активен Не_активен 39 43
855 82 Активен Не_активен Не_активен 39 43
858 82 Активен Не_активен Не_активен 39 43
861 82 Активен Не_активен Не_активен 39 43
864 82 Активен Не_активен Не_активен 39 43
867 83 Не_активен Активен Не_активен 40 43
870 84 Не_активен Активен Не_активен 40 44
873 84 Не_активен Активен Не_активен 40 44
876 84 Не_активен Активен Не_активен 40 44
879 84 Не_активен Активен Не_активен 40 44
882 84 Не_активен Активен Не_активен 40 44
885 84 Не_активен Активен Не_активен 40 44
888 85 Не_активен Не_активен Активен 41 44
891 85 Не_активен Не_активен Активен 41 44
894 85 Не_активен Не_активен Активен 41 44
897 85 Не_активен Не_активен Активен 41 44
900 87 Не_активен Не_активен Активен 41 46
903 87 Не_активен Не_активен Активен 41 46
906 87 Не_активен Не_активен Активен 41 46
909 88 Активен Не_активен Не_активен 42 46
912 88 Активен Не_активен Не_активен 42 46
915 88 Активен Не_активен Не_активен 42 46
918 88 Активен Не_активен Не_активен 42 46
921 88 Активен Не_активен Не_активен 42 46
924 88 Активен Не_активен Не_активен 42 46
927 88 Активен Не_активен Не_активен 42 46
930 91 Не_активен Активен Не_активен 43 48
933 91 Не_активен Активен Не_активен 43 48
936 91 Не_активен Активен Не_активен 43 48
939 91 Не_активен Активен Не_активен 43 48
942 91 Не_активен Активен Не_активен 43 48
945 91 Не_активен Активен Не_активен 43 48
948 91 Не_активен Активен Не_активен 43 48
951 92 Не_активен Не_активен Активен 44 48
954 92 Не_активен Не_активен Активен 44 48
957 92 Не_активен Не_активен Активен 44 48
960 93 Не_активен Не_активен Активен 44 49
963 93 Не_активен Не_активен Активен 44 49
966 93 Не_активен Не_активен Активен 44 49
969 93 Не_активен Не_активен Активен 44 49
972 94 Активен Не_активен Не_активен 45 49
975 94 Активен Не_активен Не_активен 45 49
978 94 Активен Не_активен Не_активен 45 49
981 94 Активен Не_активен Не_активен 45 49
984 94 Активен Не_активен Не_активен 45 49
987 94 Активен Не_активен Не_активен 45 49
990 96 Активен Не_активен Не_активен 45 51
993 97 Не_активен Активен Не_активен 46 51
996 97 Не_активен Активен Не_активен 46 51
999 97 Не_активен Активен Не_активен 46 51
1002 97 Не_активен Активен Не_активен 46 51
1005 97 Не_активен Активен Не_активен 46 51
1008 97 Не_активен Активен Не_активен 46 51
1011 97 Не_активен Активен Не_активен 46 51
1014 98 Не_активен Не_активен Активен 47 51
1017 98 Не_активен Не_активен Активен 47 51
1020 99 Не_активен Не_активен Активен 47 52
1023 99 Не_активен Не_активен Активен 47 52
1026 99 Не_активен Не_активен Активен 47 52
1029 99 Не_активен Не_активен Активен 47 52
1032 99 Не_активен Не_активен Активен 47 52
1035 100 Активен Не_активен Не_активен 48 52
1038 100 Активен Не_активен Не_активен 48 52
1041 100 Активен Не_активен Не_активен 48 52
1044 100 Активен Не_активен Не_активен 48 52
1047 100 Активен Не_активен Не_активен 48 52
1050 102 Активен Не_активен Не_активен 48 54
1053 102 Активен Не_активен Не_активен 48 54
1056 103 Не_активен Активен Не_активен 49 54
1059 103 Не_активен Активен Не_активен 49 54
1062 103 Не_активен Активен Не_активен 49 54
1065 103 Не_активен Активен Не_активен 49 54
1068 103 Не_активен Активен Не_активен 49 54
1071 103 Не_активен Активен Не_активен 49 54
1074 103 Не_активен Активен Не_активен 49 54
1077 104 Не_активен Не_активен Активен 50 54
1080 105 Не_активен Не_активен Активен 50 55
1083 105 Не_активен Не_активен Активен 50 55
1086 105 Не_активен Не_активен Активен 50 55
1089 105 Не_активен Не_активен Активен 50 55
1092 105 Не_активен Не_активен Активен 50 55
1095 105 Не_активен Не_активен Активен 50 55
1098 106 Активен Не_активен Не_активен 51 55
1101 106 Активен Не_активен Не_активен 51 55
1104 106 Активен Не_активен Не_активен 51 55
1107 106 Активен Не_активен Не_активен 51 55
1110 108 Активен Не_активен Не_активен 51 57
1113 108 Активен Не_активен Не_активен 51 57
1116 108 Активен Не_активен Не_активен 51 57
1119 109 Не_активен Активен Не_активен 52 57
1122 109 Не_активен Активен Не_активен 52 57
1125 109 Не_активен Активен Не_активен 52 57
1128 109 Не_активен Активен Не_активен 52 57
1131 109 Не_активен Активен Не_активен 52 57
1134 109 Не_активен Активен Не_активен 52 57
1137 109 Не_активен Активен Не_активен 52 57
1140 112 Не_активен Не_активен Активен 53 59
1143 112 Не_активен Не_активен Активен 53 59
1146 112 Не_активен Не_активен Активен 53 59
1149 112 Не_активен Не_активен Активен 53 59
1152 112 Не_активен Не_активен Активен 53 59
1155 112 Не_активен Не_активен Активен 53 59
1158 112 Не_активен Не_активен Активен 53 59
1161 113 Активен Не_активен Не_активен 54 59
1164 113 Активен Не_активен Не_активен 54 59
1167 113 Активен Не_активен Не_активен 54 59
1170 114 Активен Не_активен Не_активен 54 60
1173 114 Активен Не_активен Не_активен 54 60
1176 114 Активен Не_активен Не_активен 54 60
1179 114 Активен Не_активен Не_активен 54 60
1182 115 Не_активен Активен Не_активен 55 60
1185 115 Не_активен Активен Не_активен 55 60
1188 115 Не_активен Активен Не_активен 55 60
1191 115 Не_активен Активен Не_активен 55 60
1194 115 Не_активен Активен Не_активен 55 60
1197 115 Не_активен Активен Не_активен 55 60
1200 117 Не_активен Активен Не_активен 55 62
1203 118 Не_активен Не_активен Активен 56 62
1206 118 Не_активен Не_активен Активен 56 62
1209 118 Не_активен Не_активен Активен 56 62
1212 118 Не_активен Не_активен Активен 56 62
1215 118 Не_активен Не_активен Активен 56 62
1218 118 Не_активен Не_активен Активен 56 62
1221 118 Не_активен Не_активен Активен 56 62
1224 119 Активен Не_активен Не_активен 57 62
1227 119 Активен Не_активен Не_активен 57 62
1230 120 Активен Не_активен Не_активен 57 63
1233 120 Активен Не_активен Не_активен 57 63
1236 120 Активен Не_активен Не_активен 57 63
1239 120 Активен Не_активен Не_активен 57 63
1242 120 Активен Не_активен Не_активен 57 63
1245 121 Не_активен Активен Не_активен 58 63
1248 121 Не_активен Активен Не_активен 58 63
1251 121 Не_активен Активен Не_активен 58 63
1254 121 Не_активен Активен Не_активен 58 63
1257 121 Не_активен Активен Не_активен 58 63
1260 123 Не_активен Активен Не_активен 58 65
1263 123 Не_активен Активен Не_активен 58 65
1266 124 Не_активен Не_активен Активен 59 65
1269 124 Не_активен Не_активен Активен 59 65
1272 124 Не_активен Не_активен Активен 59 65
1275 124 Не_активен Не_активен Активен 59 65
1278 124 Не_активен Не_активен Активен 59 65
1281 124 Не_активен Не_активен Активен 59 65
1284 124 Не_активен Не_активен Активен 59 65
1287 125 Активен Не_активен Не_активен 60 65
1290 126 Активен Не_активен Не_активен 60 66
1293 126 Активен Не_активен Не_активен 60 66
1296 126 Активен Не_активен Не_активен 60 66
1299 126 Активен Не_активен Не_активен 60 66
1302 126 Активен Не_активен Не_активен 60 66
1305 126 Активен Не_активен Не_активен 60 66
1308 127 Не_активен Активен Не_активен 61 66
1311 127 Не_активен Активен Не_активен 61 66
1314 127 Не_активен Активен Не_активен 61 66
1317 127 Не_активен Активен Не_активен 61 66
1320 129 Не_активен Активен Не_активен 61 68
1323 129 Не_активен Активен Не_активен 61 68
1326 129 Не_активен Активен Не_активен 61 68
1329 130 Не_активен Не_активен Активен 62 68
1332 130 Не_активен Не_активен Активен 62 68
1335 130 Не_активен Не_активен Активен 62 68
1338 130 Не_активен Не_активен Активен 62 68
1341 130 Не_активен Не_активен Активен 62 68
1344 130 Не_активен Не_активен Активен 62 68
1347 130 Не_активен Не_активен Активен 62 68
1350 133 Активен Не_активен Не_активен 63 70
1353 133 Активен Не_активен Не_активен 63 70
1356 133 Активен Не_активен Не_активен 63 70
1359 133 Активен Не_активен Не_активен 63 70
1362 133 Активен Не_активен Не_активен 63 70
1365 133 Активен Не_активен Не_активен 63 70
1368 133 Активен Не_активен Не_активен 63 70
1371 134 Не_активен Активен Не_активен 64 70
1374 134 Не_активен Активен Не_активен 64 70
1377 134 Не_активен Активен Не_активен 64 70
1380 135 Не_активен Активен Не_активен 64 71
1383 135 Не_активен Активен Не_активен 64 71
1386 135 Не_активен Активен Не_активен 64 71
1389 135 Не_активен Активен Не_активен 64 71
1392 136 Не_активен Не_активен Активен 65 71
1395 136 Не_активен Не_активен Активен 65 71
1398 136 Не_активен Не_активен Активен 65 71
1401 136 Не_активен Не_активен Активен 65 71
1404 136 Не_активен Не_активен Активен 65 71
1407 136 Не_активен Не_активен Активен 65 71
1410 138 Не_активен Не_активен Активен 65 73
1413 139 Активен Не_активен Не_активен 66 73
1416 139 Активен Не_активен Не_активен 66 73
1419 139 Активен Не_активен Не_активен 66 73
1422 139 Активен Не_активен Не_активен 66 73
1425 139 Активен Не_активен Не_активен 66 73
1428 139 Активен Не_активен Не_активен 66 73
1431 139 Активен Не_активен Не_активен 66 73
1434 140 Не_активен Активен Не_активен 67 73
1437 140 Не_активен Активен Не_активен 67 73
1440 141 Не_активен Активен Не_активен 67 74
1443 141 Не_активен Активен Не_активен 67 74
1446 141 Не_активен Активен Не_активен 67 74
1449 141 Не_активен Активен Не_активен 67 74
1452 141 Не_активен Активен Не_активен 67 74
1455 142 Не_активен Не_активен Активен 68 74
1458 142 Не_активен Не_активен Активен 68 74
1461 142 Не_активен Не_активен Активен 68 74
1464 142 Не_активен Не_активен Активен 68 74
1467 142 Не_активен Не_активен Активен 68 74
1470 144 Не_активен Не_активен Активен 68 76
1473 144 Не_активен Не_активен Активен 68 76
1476 145 Активен Не_активен Не_активен 69 76
1479 145 Активен Не_активен Не_активен 69 76
1482 145 Активен Не_активен Не_активен 69 76
1485 145 Активен Не_активен Не_активен 69 76
1488 145 Активен Не_активен Не_активен 69 76
1491 145 Активен Не_активен Не_активен 69 76
1494 145 Активен Не_активен Не_активен 69 76
1497 146 Не_активен Активен Не_активен 70 76
1500 147 Не_активен Активен Не_активен 70 77
1503 147 Не_активен Активен Не_активен 70 77
1506 147 Не_активен Активен Не_активен 70 77
1509 147 Не_активен Активен Не_активен 70 77
1512 147 Не_активен Активен Не_активен 70 77
1515 147 Не_активен Активен Не_активен 70 77
1518 148 Не_активен Не_активен Активен 71 77
1521 148 Не_активен Не_активен Активен 71 77
1524 148 Не_активен Не_активен Активен 71 77
1527 148 Не_активен Не_активен Активен 71 77
1530 150 Не_активен Не_активен Активен 71 79
1533 150 Не_активен Не_активен Активен 71 79
1536 150 Не_активен Не_активен Активен 71 79
1539 151 Активен Не_активен Не_активен 72 79
1542 151 Активен Не_активен Не_активен 72 79
1545 151 Активен Не_активен Не_активен 72 79
1548 151 Активен Не_активен Не_активен 72 79
1551 151 Активен Не_активен Не_активен 72 79
1554 151 Активен Не_активен Не_активен 72 79
1557 151 Активен Не_активен Не_активен 72 79
1560 154 Не_активен Активен Не_активен 73 81
1563 154 Не_активен Активен Не_активен 73 81
1566 154 Не_активен Активен Не_активен 73 81
1569 154 Не_активен Активен Не_активен 73 81
1572 154 Не_активен Активен Не_активен 73 81
1575 154 Не_активен Активен Не_активен 73 81
1578 154 Не_активен Активен Не_активен 73 81
1581 155 Не_активен Не_активен Активен 74 81
1584 155 Не_активен Не_активен Активен 74 81
1587 155 Не_активен Не_активен Активен 74 81
1590 156 Не_активен Не_активен Активен 74 82
1593 156 Не_активен Не_активен Активен 74 82
1596 156 Не_активен Не_активен Активен 74 82
1599 156 Не_активен Не_активен Активен 74 82
1602 157 Активен Не_активен Не_активен 75 82
1605 157 Активен Не_активен Не_активен 75 82
1608 157 Активен Не_активен Не_активен 75 82
1611 157 Активен Не_активен Не_активен 75 82
1614 157 Активен Не_активен Не_активен 75 82
1617 157 Активен Не_активен Не_активен 75 82
1620 159 Активен Не_активен Не_активен 75 84
1623 160 Не_активен Активен Не_активен 76 84
1626 160 Не_активен Активен Не_активен 76 84
1629 160 Не_активен Активен Не_активен 76 84
1632 160 Не_активен Активен Не_активен 76 84
1635 160 Не_активен Активен Не_активен 76 84
1638 160 Не_активен Активен Не_активен 76 84
1641 160 Не_активен Активен Не_активен 76 84
1644 161 Не_активен Не_активен Активен 77 84
1647 161 Не_активен Не_активен Активен 77 84
1650 162 Не_активен Не_активен Активен 77 85
1653 162 Не_активен Не_активен Активен 77 85
1656 162 Не_активен Не_активен Активен 77 85
1659 162 Не_активен Не_активен Активен 77 85
1662 162 Не_активен Не_активен Активен 77 85
1665 163 Активен Не_активен Не_активен 78 85
1668 163 Активен Не_активен Не_активен 78 85
1671 163 Активен Не_активен Не_активен 78 85
1674 163 Активен Не_активен Не_активен 78 85
1677 163 Активен Не_активен Не_активен 78 85
1680 165 Активен Не_активен Не_активен 78 87
1683 165 Активен Не_активен Не_активен 78 87
1686 166 Не_активен Активен Не_активен 79 87
1689 166 Не_активен Активен Не_активен 79 87
1692 166 Не_активен Активен Не_активен 79 87
1695 166 Не_активен Активен Не_активен 79 87
1698 166 Не_активен Активен Не_активен 79 87
1701 166 Не_активен Активен Не_активен 79 87
1704 166 Не_активен Активен Не_активен 79 87
1707 167 Не_активен Не_активен Активен 80 87
1710 168 Не_активен Не_активен Активен 80 88
1713 168 Не_активен Не_активен Активен 80 88
1716 168 Не_активен Не_активен Активен 80 88
1719 168 Не_активен Не_активен Активен 80 88
1722 168 Не_активен Не_активен Активен 80 88
1725 168 Не_активен Не_активен Активен 80 88
1728 169 Активен Не_активен Не_активен 81 88
1731 169 Активен Не_активен Не_активен 81 88
1734 169 Активен Не_активен Не_активен 81 88
1737 169 Активен Не_активен Не_активен 81 88
1740 171 Активен Не_активен Не_активен 81 90
1743 171 Активен Не_активен Не_активен 81 90
1746 171 Активен Не_активен Не_активен 81 90
1749 172 Не_активен Активен Не_активен 82 90
1752 172 Не_активен Активен Не_активен 82 90
1755 172 Не_активен Активен Не_активен 82 90
1758 172 Не_активен Активен Не_активен 82 90
1761 172 Не_активен Активен Не_активен 82 90
1764 172 Не_активен Активен Не_активен 82 90
1767 172 Не_активен Активен Не_активен 82 90
1770 175 Не_активен Не_активен Активен 83 92
1773 175 Не_активен Не_активен Активен 83 92
1776 175 Не_активен Не_активен Активен 83 92
1779 175 Не_активен Не_активен Активен 83 92
1782 175 Не_активен Не_активен Активен 83 92
1785 175 Не_активен Не_активен Активен 83 92
1788 175 Не_активен Не_активен Активен 83 92
1791 176 Активен Не_активен Не_активен 84 92
1794 176 Активен Не_активен Не_активен 84 92
1797 176 Активен Не_активен Не_активен 84 92
1800 177 Активен Не_активен Не_активен 84 93
1803 177 Активен Не_активен Не_активен 84 93
1806 177 Активен Не_активен Не_активен 84 93
1809 177 Активен Не_активен Не_активен 84 93
1812 178 Не_активен Активен Не_активен 85 93
1815 178 Не_активен Активен Не_активен 85 93
1818 178 Не_активен Активен Не_активен 85 93
1821 178 Не_активен Активен Не_активен 85 93
1824 178 Не_активен Активен Не_активен 85 93
1827 178 Не_активен Активен Не_активен 85 93
1830 180 Не_активен Активен Не_активен 85 95
1833 181 Не_активен Не_активен Активен 86 95
1836 181 Не_активен Не_активен Активен 86 95
1839 181 Не_активен Не_активен Активен 86 95
1842 181 Не_активен Не_активен Активен 86 95
1845 181 Не_активен Не_активен Активен 86 95
1848 181 Не_активен Не_активен Активен 86 95
