
Время,с. Число_поставленных_задач Состояние_первого_терминала Состояние_второго_терминала Состояние_третьего_терминала Количество_решенных_задач Количество_задач_в_очереди
801 53 Не_активен Не_активен Активен 45 8
804 53 Не_активен Не_активен Активен 45 8
807 53 Не_активен Не_активен Активен 45 8
810 54 Активен Не_активен Не_активен 46 8
813 54 Активен Не_активен Не_активен 46 8
816 54 Активен Не_активен Не_активен 46 8
819 54 Активен Не_активен Не_активен 46 8
822 54 Активен Не_активен Не_активен 46 8
825 54 Активен Не_активен Не_активен 46 8
828 54 Активен Не_активен Не_активен 46 8
831 55 Не_активен Активен Не_активен 47 8
834 55 Не_активен Активен Не_активен 47 8
837 55 Не_активен Активен Не_активен 47 8
840 55 Не_активен Активен Не_активен 47 8
843 55 Не_активен Активен Не_активен 47 8
846 55 Не_активен Активен Не_активен 47 8
849 55 Не_активен Активен Не_активен 47 8
852 56 Не_активен Не_активен Активен 48 8
855 56 Не_активен Не_активен Активен 48 8
858 56 Не_активен Не_активен Активен 48 8
861 56 Не_активен Не_активен Активен 48 8
864 56 Не_активен Не_активен Активен 48 8
867 56 Не_активен Не_активен Активен 48 8
870 56 Не_активен Не_активен Активен 48 8
873 57 Активен Не_активен Не_активен 49 8
876 57 Активен Не_активен Не_активен 49 8
879 57 Активен Не_активен Не_активен 49 8
882 57 Активен Не_активен Не_активен 49 8
885 57 Активен Не_активен Не_активен 49 8
888 57 Активен Не_активен Не_активен 49 8
891 57 Активен Не_активен Не_активен 49 8
894 58 Не_активен Активен Не_активен 50 8
897 58 Не_активен Активен Не_активен 50 8
900 58 Не_активен Активен Не_активен 50 8
903 58 Не_активен Активен Не_активен 50 8
906 58 Не_активен Активен Не_активен 50 8
909 58 Не_активен Активен Не_активен 50 8
912 58 Не_активен Активен Не_активен 50 8
915 59 Не_активен Не_активен Активен 51 8
918 59 Не_активен Не_активен Активен 51 8
921 59 Не_активен Не_активен Активен 51 8
924 59 Не_активен Не_активен Активен 51 8
927 59 Не_активен Не_активен Активен 51 8
930 59 Не_активен Не_активен Активен 51 8
933 59 Не_активен Не_активен Активен 51 8
936 60 Активен Не_активен Не_активен 52 8
939 60 Активен Не_активен Не_активен 52 8
942 60 Активен Не_активен Не_активен 52 8
945 60 Активен Не_активен Не_активен 52 8
948 60 Активен Не_активен Не_активен 52 8
951 60 Активен Не_активен Не_активен 52 8
954 60 Активен Не_активен Не_активен 52 8
957 61 Не_активен Активен Не_активен 53 8
960 61 Не_активен Активен Не_активен 53 8
963 61 Не_активен Активен Не_активен 53 8
966 61 Не_активен Активен Не_активен 53 8
969 61 Не_активен Активен Не_активен 53 8
972 61 Не_активен Активен Не_активен 53 8
975 61 Не_активен Активен Не_активен 53 8
978 62 Не_активен Не_активен Активен 54 8
981 62 Не_активен Не_активен Активен 54 8
984 62 Не_активен Не_активен Активен 54 8
987 62 Не_активен Не_активен Активен 54 8
990 62 Не_активен Не_активен Активен 54 8
993 62 Не_активен Не_активен Активен 54 8
996 62 Не_активен Не_активен Активен 54 8
999 63 Активен Не_активен Не_активен 55 8
1002 63 Активен Не_активен Не_активен 55 8
1005 63 Активен Не_активен Не_активен 55 8
1008 63 Активен Не_активен Не_активен 55 8
1011 63 Активен Не_активен Не_активен 55 8
1014 63 Активен Не_активен Не_активен 55 8
1017 63 Активен Не_активен Не_активен 55 8
1020 64 Не_активен Активен Не_активен 56 8
1023 64 Не_активен Активен Не_активен 56 8
1026 64 Не_активен Активен Не_активен 56 8
1029 64 Не_активен Активен Не_активен 56 8
1032 64 Не_активен Активен Не_активен 56 8
1035 64 Не_активен Активен Не_активен 56 8
1038 64 Не_активен Активен Не_активен 56 8
1041 65 Не_активен Не_активен Активен 57 8
1044 65 Не_активен Не_активен Активен 57 8
1047 65 Не_активен Не_активен Активен 57 8
1050 65 Не_активен Не_активен Активен 57 8
1053 65 Не_активен Не_активен Активен 57 8
1056 65 Не_активен Не_активен Активен 57 8
1059 65 Не_активен Не_активен Активен 57 8
1062 66 Активен Не_активен Не_активен 58 8
1065 66 Активен Не_активен Не_активен 58 8
1068 66 Активен Не_активен Не_активен 58 8
1071 66 Активен Не_активен Не_активен 58 8
1074 66 Активен Не_активен Не_активен 58 8
1077 66 Активен Не_активен Не_активен 58 8
1080 66 Активен Не_активен Не_активен 58 8
1083 67 Не_активен Активен Не_активен 59 8
1086 67 Не_активен Активен Не_активен 59 8
1089 67 Не_активен Активен Не_активен 59 8
1092 67 Не_активен Активен Не_активен 59 8
1095 67 Не_активен Активен Не_активен 59 8
1098 67 Не_активен Активен Не_активен 59 8
1101 67 Не_активен Активен Не_активен 59 8
1104 68 Не_активен Не_активен Активен 60 8
1107 68 Не_активен Не_активен Активен 60 8
1110 68 Не_активен Не_активен Активен 60 8
1113 68 Не_активен Не_активен Активен 60 8
1116 68 Не_активен Не_активен Активен 60 8
1119 68 Не_активен Не_активен Активен 60 8
1122 68 Не_активен Не_активен Активен 60 8
1125 69 Активен Не_активен Не_активен 61 8
1128 69 Активен Не_активен Не_активен 61 8
1131 69 Активен Не_активен Не_активен 61 8
1134 69 Активен Не_активен Не_активен 61 8
1137 69 Активен Не_активен Не_активен 61 8
1140 69 Активен Не_активен Не_активен 61 8
1143 69 Активен Не_активен Не_активен 61 8
1146 70 Не_активен Активен Не_активен 62 8
1149 70 Не_активен Активен Не_активен 62 8
1152 70 Не_активен Активен Не_активен 62 8
1155 70 Не_активен Активен Не_активен 62 8
1158 70 Не_активен Активен Не_активен 62 8
1161 70 Не_активен Активен Не_активен 62 8
1164 70 Не_активен Активен Не_активен 62 8
1167 71 Не_активен Не_активен Активен 63 8
1170 71 Не_активен Не_активен Активен 63 8
1173 71 Не_активен Не_активен Активен 63 8
1176 71 Не_активен Не_активен Активен 63 8
1179 71 Не_активен Не_активен Активен 63 8
1182 71 Не_активен Не_активен Активен 63 8
1185 71 Не_активен Не_активен Активен 63 8
1188 72 Активен Не_активен Не_активен 64 8
1191 72 Активен Не_активен Не_активен 64 8
1194 72 Активен Не_активен Не_активен 64 8
1197 72 Активен Не_активен Не_активен 64 8
1200 72 Активен Не_активен Не_активен 64 8
1203 72 Активен Не_активен Не_активен 64 8
1206 72 Активен Не_активен Не_активен 64 8
1209 73 Не_активен Активен Не_активен 65 8
1212 73 Не_активен Активен Не_активен 65 8
1215 73 Не_активен Активен Не_активен 65 8
1218 73 Не_активен Активен Не_активен 65 8
1221 73 Не_активен Активен Не_активен 65 8
1224 73 Не_активен Активен Не_активен 65 8
1227 73 Не_активен Активен Не_активен 65 8
1230 74 Не_активен Не_активен Активен 66 8
1233 74 Не_активен Не_активен Активен 66 8
1236 74 Не_активен Не_активен Активен 66 8
1239 74 Не_активен Не_активен Активен 66 8
1242 74 Не_активен Не_активен Активен 66 8
1245 74 Не_активен Не_активен Активен 66 8
1248 74 Не_активен Не_активен Активен 66 8
1251 75 Активен Не_активен Не_активен 67 8
1254 75 Активен Не_активен Не_активен 67 8
1257 75 Активен Не_активен Не_активен 67 8
1260 75 Активен Не_активен Не_активен 67 8
1263 75 Активен Не_активен Не_активен 67 8
1266 75 Активен Не_активен Не_активен 67 8
1269 75 Активен Не_активен Не_активен 67 8
1272 76 Не_активен Активен Не_активен 68 8
1275 76 Не_активен Активен Не_активен 68 8
1278 76 Не_активен Активен Не_активен 68 8
1281 76 Не_активен Активен Не_активен 68 8
1284 76 Не_активен Активен Не_активен 68 8
1287 76 Не_активен Активен Не_активен 68 8
1290 76 Не_активен Активен Не_активен 68 8
1293 77 Не_активен Не_активен Активен 69 8
1296 77 Не_активен Не_активен Активен 69 8
1299 77 Не_активен Не_активен Активен 69 8
1302 77 Не_активен Не_активен Активен 69 8
1305 77 Не_активен Не_активен Активен 69 8
1308 77 Не_активен Не_активен Активен 69 8
1311 77 Не_активен Не_активен Активен 69 8
1314 78 Активен Не_активен Не_активен 70 8
1317 78 Активен Не_активен Не_активен 70 8
1320 78 Активен Не_активен Не_активен 70 8
1323 78 Активен Не_активен Не_активен 70 8
1326 78 Активен Не_активен Не_активен 70 8
1329 78 Активен Не_активен Не_активен 70 8
1332 78 Активен Не_активен Не_активен 70 8
1335 79 Не_активен Активен Не_активен 71 8
1338 79 Не_активен Активен Не_активен 71 8
1341 79 Не_активен Активен Не_активен 71 8
1344 79 Не_активен Активен Не_активен 71 8
1347 79 Не_активен Активен Не_активен 71 8
1350 79 Не_активен Активен Не_активен 71 8
1353 79 Не_активен Активен Не_активен 71 8
1356 80 Не_активен Не_активен Активен 72 8
1359 80 Не_активен Не_активен Активен 72 8
1362 80 Не_активен Не_активен Активен 72 8
1365 80 Не_активен Не_активен Активен 72 8
1368 80 Не_активен Не_активен Активен 72 8
1371 80 Не_активен Не_активен Активен 72 8
1374 80 Не_активен Не_активен Активен 72 8
1377 81 Активен Не_активен Не_активен 73 8
1380 81 Активен Не_активен Не_активен 73 8
1383 81 Активен Не_активен Не_активен 73 8
1386 81 Активен Не_активен Не_активен 73 8
1389 81 Активен Не_активен Не_активен 73 8
1392 81 Активен Не_активен Не_активен 73 8
1395 81 Активен Не_активен Не_активен 73 8
1398 82 Не_активен Активен Не_активен 74 8
1401 82 Не_активен Активен Не_активен 74 8
1404 82 Не_активен Активен Не_активен 74 8
1407 82 Не_активен Активен Не_активен 74 8
1410 82 Не_активен Активен Не_активен 74 8
1413 82 Не_активен Активен Не_активен 74 8
1416 82 Не_активен Активен Не_активен 74 8
1419 83 Не_активен Не_активен Активен 75 8
1422 83 Не_активен Не_активен Активен 75 8
1425 83 Не_активен Не_активен Активен 75 8
1428 83 Не_активен Не_активен Активен 75 8
1431 83 Не_активен Не_активен Активен 75 8
1434 83 Не_активен Не_активен Активен 75 8
1437 83 Не_активен Не_активен Активен 75 8
1440 84 Активен Не_активен Не_активен 76 8
1443 84 Активен Не_активен Не_активен 76 8
1446 84 Активен Не_активен Не_активен 76 8
1449 84 Активен Не_активен Не_активен 76 8
1452 84 Активен Не_активен Не_активен 76 8
1455 84 Активен Не_активен Не_активен 76 8
1458 84 Активен Не_активен Не_активен 76 8
1461 85 Не_активен Активен Не_активен 77 8
1464 85 Не_активен Активен Не_активен 77 8
1467 85 Не_активен Активен Не_активен 77 8
1470 85 Не_активен Активен Не_активен 77 8
1473 85 Не_активен Активен Не_активен 77 8
1476 85 Не_активен Активен Не_активен 77 8
1479 85 Не_активен Активен Не_активен 77 8
1482 86 Не_активен Не_активен Активен 78 8
1485 86 Не_активен Не_активен Активен 78 8
1488 86 Не_активен Не_активен Активен 78 8
1491 86 Не_активен Не_активен Активен 78 8
1494 86 Не_активен Не_активен Активен 78 8
1497 86 Не_активен Не_активен Активен 78 8
1500 86 Не_активен Не_активен Активен 78 8
1503 87 Активен Не_активен Не_активен 79 8
1506 87 Активен Не_активен Не_активен 79 8
1509 87 Активен Не_активен Не_активен 79 8
1512 87 Активен Не_активен Не_активен 79 8
1515 87 Активен Не_активен Не_активен 79 8
1518 87 Активен Не_активен Не_активен 79 8
1521 87 Активен Не_активен Не_активен 79 8
1524 88 Не_активен Активен Не_активен 80 8
1527 88 Не_активен Активен Не_активен 80 8
1530 88 Не_активен Активен Не_активен 80 8
1533 88 Не_активен Активен Не_активен 80 8
1536 88 Не_активен Активен Не_активен 80 8
1539 88 Не_активен Активен Не_активен 80 8
1542 88 Не_активен Активен Не_активен 80 8
1545 89 Не_активен Не_активен Активен 81 8
1548 89 Не_активен Не_активен Активен 81 8
1551 89 Не_активен Не_активен Активен 81 8
1554 89 Не_активен Не_активен Активен 81 8
1557 89 Не_активен Не_активен Активен 81 8
1560 89 Не_активен Не_активен Активен 81 8
1563 89 Не_активен Не_активен Активен 81 8
1566 90 Активен Не_активен Не_активен 82 8
1569 90 Активен Не_активен Не_активен 82 8
1572 90 Активен Не_активен Не_активен 82 8
1575 90 Активен Не_активен Не_активен 82 8
1578 90 Активен Не_активен Не_активен 82 8
1581 90 Активен Не_активен Не_активен 82 8
1584 90 Активен Не_активен Не_активен 82 8
1587 91 Не_активен Активен Не_активен 83 8
1590 91 Не_активен Активен Не_активен 83 8
1593 91 Не_активен Активен Не_активен 83 8
1596 91 Не_активен Активен Не_активен 83 8
1599 91 Не_активен Активен Не_активен 83 8
1602 91 Не_активен Активен Не_активен 83 8
1605 91 Не_активен Активен Не_активен 83 8
1608 92 Не_активен Не_активен Активен 84 8
1611 92 Не_активен Не_активен Активен 84 8
1614 92 Не_активен Не_активен Активен 84 8
1617 92 Не_активен Не_активен Активен 84 8
1620 92 Не_активен Не_активен Активен 84 8
1623 92 Не_активен Не_активен Активен 84 8
1626 92 Не_активен Не_активен Активен 84 8
1629 93 Активен Не_активен Не_активен 85 8
1632 93 Активен Не_активен Не_активен 85 8
1635 93 Активен Не_активен Не_активен 85 8
1638 93 Активен Не_активен Не_активен 85 8
1641 93 Активен Не_активен Не_активен 85 8
1644 93 Активен Не_активен Не_активен 85 8
1647 93 Активен Не_активен Не_активен 85 8
1650 94 Не_активен Активен Не_активен 86 8
1653 94 Не_активен Активен Не_активен 86 8
1656 94 Не_активен Активен Не_активен 86 8
1659 94 Не_активен Активен Не_активен 86 8
1662 94 Не_активен Активен Не_активен 86 8
1665 94 Не_активен Активен Не_активен 86 8
1668 94 Не_активен Активен Не_активен 86 8
1671 95 Не_активен Не_активен Активен 87 8
1674 95 Не_активен Не_активен Активен 87 8
1677 95 Не_активен Не_активен Активен 87 8
1680 95 Не_активен Не_активен Активен 87 8
1683 95 Не_активен Не_активен Активен 87 8
1686 95 Не_активен Не_активен Активен 87 8
1689 95 Не_активен Не_активен Активен 87 8
1692 96 Активен Не_активен Не_активен 88 8
1695 96 Активен Не_активен Не_активен 88 8
1698 96 Активен Не_активен Не_активен 88 8
1701 96 Активен Не_активен Не_активен 88 8
1704 96 Активен Не_активен Не_активен 88 8
1707 96 Активен Не_активен Не_активен 88 8
1710 96 Активен Не_активен Не_активен 88 8
1713 97 Не_активен Активен Не_активен 89 8
1716 97 Не_активен Активен Не_активен 89 8
1719 97 Не_активен Активен Не_активен 89 8
1722 97 Не_активен Активен Не_активен 89 8
1725 97 Не_активен Активен Не_активен 89 8
1728 97 Не_активен Активен Не_активен 89 8
1731 97 Не_активен Активен Не_активен 89 8
1734 98 Не_активен Не_активен Активен 90 8
1737 98 Не_активен Не_активен Активен 90 8
1740 98 Не_активен Не_активен Активен 90 8
1743 98 Не_активен Не_активен Активен 90 8
1746 98 Не_активен Не_активен Активен 90 8
1749 98 Не_активен Не_активен Активен 90 8
1752 98 Не_активен Не_активен Активен 90 8
1755 99 Активен Не_активен Не_активен 91 8
1758 99 Активен Не_активен Не_активен 91 8
1761 99 Активен Не_активен Не_активен 91 8
1764 99 Активен Не_активен Не_активен 91 8
1767 99 Активен Не_активен Не_активен 91 8
1770 99 Активен Не_активен Не_активен 91 8
1773 99 Активен Не_активен Не_активен 91 8
1776 100 Не_активен Активен Не_активен 92 8
1779 100 Не_активен Активен Не_активен 92 8
1782 100 Не_активен Активен Не_активен 92 8
1785 100 Не_активен Активен Не_активен 92 8
1788 100 Не_активен Активен Не_активен 92 8
1791 100 Не_активен Активен Не_активен 92 8
1794 100 Не_активен Активен Не_активен 92 8
1797 101 Не_активен Не_активен Активен 93 8
1800 101 Не_активен Не_активен Активен 93 8
1803 101 Не_активен Не_активен Активен 93 8
1806 101 Не_активен Не_активен Активен 93 8
1809 101 Не_активен Не_активен Активен 93 8
1812 101 Не_активен Не_активен Активен 93 8
1815 101 Не_активен Не_активен Активен 93 8
1818 102 Активен Не_активен Не_активен 94 8
1821 102 Активен Не_активен Не_активен 94 8
1824 102 Активен Не_активен Не_активен 94 8
1827 102 Активен Не_активен Не_активен 94 8
1830 102 Активен Не_активен Не_активен 94 8
1833 102 Активен Не_активен Не_активен 94 8
1836 102 Активен Не_активен Не_активен 94 8
1839 103 Не_активен Активен Не_активен 95 8
1842 103 Не_активен Активен Не_активен 95 8
1845 103 Не_активен Активен Не_активен 95 8
