
Время,с. Число_поставленных_задач Состояние_первого_терминала Состояние_второго_терминала Состояние_третьего_терминала Количество_решенных_задач Количество_задач_в_очереди
789 100 Не_активен Активен Не_активен 94 6
792 100 Не_активен Активен Не_активен 94 6
795 100 Не_активен Активен Не_активен 94 6
798 101 Не_активен Не_активен Активен 95 6
801 101 Не_активен Не_активен Активен 95 6
804 101 Не_активен Не_активен Активен 95 6
807 101 Не_активен Не_активен Активен 95 6
810 102 Активен Не_активен Не_активен 96 6
813 102 Активен Не_активен Не_активен 96 6
816 102 Активен Не_активен Не_активен 96 6
819 102 Активен Не_активен Не_активен 96 6
822 103 Не_активен Активен Не_активен 97 6
825 103 Не_активен Активен Не_активен 97 6
828 103 Не_активен Активен Не_активен 97 6
831 104 Не_активен Не_активен Активен 98 6
834 104 Не_активен Не_активен Активен 98 6
837 104 Не_активен Не_активен Активен 98 6
840 104 Не_активен Не_активен Активен 98 6
843 105 Активен Не_активен Не_активен 99 6
846 105 Активен Не_активен Не_активен 99 6
849 105 Активен Не_активен Не_активен 99 6
852 105 Активен Не_активен Не_активен 99 6
855 106 Не_активен Активен Не_активен 100 6
858 106 Не_активен Активен Не_активен 100 6
861 106 Не_активен Активен Не_активен 100 6
864 106 Не_активен Активен Не_активен 100 6
867 107 Не_активен Не_активен Активен 101 6
870 107 Не_активен Не_активен Активен 101 6
873 107 Не_активен Не_активен Активен 101 6
876 108 Активен Не_активен Не_активен 102 6
879 108 Активен Не_активен Не_активен 102 6
882 108 Активен Не_активен Не_активен 102 6
885 108 Активен Не_активен Не_активен 102 6
888 109 Не_активен Активен Не_активен 103 6
891 109 Не_активен Активен Не_активен 103 6
894 109 Не_активен Активен Не_активен 103 6
897 109 Не_активен Активен Не_активен 103 6
900 110 Не_активен Не_активен Активен 104 6
903 110 Не_активен Не_активен Активен 104 6
906 110 Не_активен Не_активен Активен 104 6
909 110 Не_активен Не_активен Активен 104 6
912 111 Активен Не_активен Не_активен 105 6
915 111 Активен Не_активен Не_активен 105 6
918 111 Активен Не_активен Не_активен 105 6
921 111 Активен Не_активен Не_активен 105 6
924 112 Не_активен Активен Не_активен 106 6
927 112 Не_активен Активен Не_активен 106 6
930 112 Не_активен Активен Не_активен 106 6
933 112 Не_активен Активен Не_активен 106 6
936 113 Не_активен Не_активен Активен 107 6
939 113 Не_активен Не_активен Активен 107 6
942 113 Не_активен Не_активен Активен 107 6
945 113 Не_активен Не_активен Активен 107 6
948 114 Активен Не_активен Не_активен 108 6
951 114 Активен Не_активен Не_активен 108 6
954 114 Активен Не_активен Не_активен 108 6
957 114 Активен Не_активен Не_активен 108 6
960 115 Не_активен Активен Не_активен 109 6
963 115 Не_активен Активен Не_активен 109 6
966 115 Не_активен Активен Не_активен 109 6
969 115 Не_активен Активен Не_активен 109 6
972 115 Не_активен Активен Не_активен 109 6
975 116 Не_активен Не_активен Активен 110 6
978 116 Не_активен Не_активен Активен 110 6
981 116 Не_активен Не_активен Активен 110 6
984 116 Не_активен Не_активен Активен 110 6
987 117 Активен Не_активен Не_активен 111 6
990 117 Активен Не_активен Не_активен 111 6
993 117 Активен Не_активен Не_активен 111 6
996 117 Активен Не_активен Не_активен 111 6
999 118 Не_активен Не_активен Не_активен 112 6
1002 119 Не_активен Не_активен Не_активен 113 6
1005 120 Не_активен Не_активен Не_активен 114 6
1008 121 Не_активен Не_активен Не_активен 115 6
1011 122 Не_активен Не_активен Не_активен 116 6
1014 123 Не_активен Не_активен Не_активен 117 6
1017 124 Не_активен Не_активен Не_активен 118 6
1020 125 Не_активен Не_активен Не_активен 119 6
1023 126 Не_активен Не_активен Не_активен 120 6
1026 127 Не_активен Не_активен Не_активен 121 6
1029 128 Не_активен Не_активен Не_активен 122 6
1032 129 Не_активен Не_активен Не_активен 123 6
1035 130 Не_активен Не_активен Не_активен 124 6
1038 131 Не_активен Не_активен Не_активен 125 6
1041 132 Не_активен Не_активен Не_активен 126 6
1044 133 Не_активен Не_активен Не_активен 127 6
1047 134 Не_активен Не_активен Не_активен 128 6
1050 135 Не_активен Не_активен Не_активен 129 6
1053 136 Не_активен Не_активен Не_активен 130 6
1056 137 Не_активен Не_активен Не_активен 131 6
1059 138 Не_активен Не_активен Не_активен 132 6
1062 139 Не_активен Не_активен Не_активен 133 6
1065 140 Не_активен Не_активен Не_активен 134 6
1068 141 Не_активен Не_активен Не_активен 135 6
1071 142 Не_активен Не_активен Не_активен 136 6
1074 143 Не_активен Не_активен Не_активен 137 6
1077 144 Не_активен Не_активен Не_активен 138 6
1080 145 Не_активен Не_активен Не_активен 139 6
1083 146 Не_активен Не_активен Не_активен 140 6
1086 146 Не_активен Не_активен Активен 140 6
1089 146 Не_активен Не_активен Активен 140 6
1092 146 Не_активен Не_активен Активен 140 6
1095 147 Активен Не_активен Не_активен 141 6
1098 147 Активен Не_активен Не_активен 141 6
1101 147 Активен Не_активен Не_активен 141 6
1104 147 Активен Не_активен Не_активен 141 6
1107 148 Не_активен Активен Не_активен 142 6
1110 148 Не_активен Активен Не_активен 142 6
1113 148 Не_активен Активен Не_активен 142 6
1116 148 Не_активен Активен Не_активен 142 6
1119 148 Не_активен Активен Не_активен 142 6
1122 149 Не_активен Не_активен Активен 143 6
1125 149 Не_активен Не_активен Активен 143 6
1128 149 Не_активен Не_активен Активен 143 6
1131 149 Не_активен Не_активен Активен 143 6
1134 150 Активен Не_активен Не_активен 144 6
1137 150 Активен Не_активен Не_активен 144 6
1140 150 Активен Не_активен Не_активен 144 6
1143 150 Активен Не_активен Не_активен 144 6
1146 151 Не_активен Активен Не_активен 145 6
1149 151 Не_активен Активен Не_активен 145 6
1152 151 Не_активен Активен Не_активен 145 6
1155 151 Не_активен Активен Не_активен 145 6
1158 151 Не_активен Активен Не_активен 145 6
1161 152 Не_активен Не_активен Активен 146 6
1164 152 Не_активен Не_активен Активен 146 6
1167 152 Не_активен Не_активен Активен 146 6
1170 152 Не_активен Не_активен Активен 146 6
1173 152 Не_активен Не_активен Активен 146 6
1176 153 Активен Не_активен Не_активен 147 6
1179 153 Активен Не_активен Не_активен 147 6
1182 153 Активен Не_активен Не_активен 147 6
1185 153 Активен Не_активен Не_активен 147 6
1188 154 Не_активен Активен Не_активен 148 6
1191 154 Не_активен Активен Не_активен 148 6
1194 154 Не_активен Активен Не_активен 148 6
1197 154 Не_активен Активен Не_активен 148 6
1200 155 Не_активен Не_активен Активен 149 6
1203 155 Не_активен Не_активен Активен 149 6
1206 155 Не_активен Не_активен Активен 149 6
1209 155 Не_активен Не_активен Активен 149 6
1212 156 Активен Не_активен Не_активен 150 6
1215 156 Активен Не_активен Не_активен 150 6
1218 156 Активен Не_активен Не_активен 150 6
1221 156 Активен Не_активен Не_активен 150 6
1224 157 Не_активен Активен Не_активен 151 6
1227 157 Не_активен Активен Не_активен 151 6
1230 157 Не_активен Активен Не_активен 151 6
1233 157 Не_активен Активен Не_активен 151 6
1236 157 Не_активен Активен Не_активен 151 6
1239 158 Не_активен Не_активен Активен 152 6
1242 158 Не_активен Не_активен Активен 152 6
1245 158 Не_активен Не_активен Активен 152 6
1248 158 Не_активен Не_активен Активен 152 6
1251 159 Активен Не_активен Не_активен 153 6
1254 159 Активен Не_активен Не_активен 153 6
1257 159 Активен Не_активен Не_активен 153 6
1260 159 Активен Не_активен Не_активен 153 6
1263 160 Не_активен Активен Не_активен 154 6
1266 160 Не_активен Активен Не_активен 154 6
1269 160 Не_активен Активен Не_активен 154 6
1272 160 Не_активен Активен Не_активен 154 6
1275 160 Не_активен Активен Не_активен 154 6
1278 161 Не_активен Не_активен Активен 155 6
1281 161 Не_активен Не_активен Активен 155 6
1284 161 Не_активен Не_активен Активен 155 6
1287 161 Не_активен Не_активен Активен 155 6
1290 162 Активен Не_активен Не_активен 156 6
1293 162 Активен Не_активен Не_активен 156 6
1296 162 Активен Не_активен Не_активен 156 6
1299 162 Активен Не_активен Не_активен 156 6
1302 163 Не_активен Активен Не_активен 157 6
1305 163 Не_активен Активен Не_активен 157 6
1308 163 Не_активен Активен Не_активен 157 6
1311 163 Не_активен Активен Не_активен 157 6
1314 164 Не_активен Не_активен Активен 158 6
1317 164 Не_активен Не_активен Активен 158 6
1320 164 Не_активен Не_активен Активен 158 6
1323 164 Не_активен Не_активен Активен 158 6
1326 164 Не_активен Не_активен Активен 158 6
1329 165 Активен Не_активен Не_активен 159 6
1332 165 Активен Не_активен Не_активен 159 6
1335 165 Активен Не_активен Не_активен 159 6
1338 165 Активен Не_активен Не_активен 159 6
1341 165 Активен Не_активен Не_активен 159 6
1344 166 Не_активен Активен Не_активен 160 6
1347 166 Не_активен Активен Не_активен 160 6
1350 166 Не_активен Активен Не_активен 160 6
1353 166 Не_активен Активен Не_активен 160 6
1356 167 Не_активен Не_активен Активен 161 6
1359 167 Не_активен Не_активен Активен 161 6
1362 167 Не_активен Не_активен Активен 161 6
1365 167 Не_активен Не_активен Активен 161 6
1368 168 Активен Не_активен Не_активен 162 6
1371 168 Активен Не_активен Не_активен 162 6
1374 168 Активен Не_активен Не_активен 162 6
1377 168 Активен Не_активен Не_активен 162 6
1380 169 Не_активен Активен Не_активен 163 6
1383 169 Не_активен Активен Не_активен 163 6
1386 169 Не_активен Активен Не_активен 163 6
1389 170 Не_активен Не_активен Не_активен 164 6
1392 171 Не_активен Не_активен Не_активен 165 6
1395 172 Не_активен Не_активен Не_активен 166 6
1398 173 Не_активен Не_активен Не_активен 167 6
1401 174 Не_активен Не_активен Не_активен 168 6
1404 175 Не_активен Не_активен Не_активен 169 6
1407 176 Не_активен Не_активен Не_активен 170 6
1410 177 Не_активен Не_активен Не_активен 171 6
1413 177 Активен Не_активен Не_активен 171 6
1416 177 Активен Не_активен Не_активен 171 6
1419 177 Активен Не_активен Не_активен 171 6
1422 178 Не_активен Активен Не_активен 172 6
1425 178 Не_активен Активен Не_активен 172 6
1428 178 Не_активен Активен Не_активен 172 6
1431 178 Не_активен Активен Не_активен 172 6
1434 179 Не_активен Не_активен Активен 173 6
1437 179 Не_активен Не_активен Активен 173 6
1440 179 Не_активен Не_активен Активен 173 6
1443 179 Не_активен Не_активен Активен 173 6
1446 180 Активен Не_активен Не_активен 174 6
1449 180 Активен Не_активен Не_активен 174 6
1452 180 Активен Не_активен Не_активен 174 6
1455 180 Активен Не_активен Не_активен 174 6
1458 180 Активен Не_активен Не_активен 174 6
1461 181 Не_активен Активен Не_активен 175 6
1464 181 Не_активен Активен Не_активен 175 6
1467 181 Не_активен Активен Не_активен 175 6
1470 181 Не_активен Активен Не_активен 175 6
1473 182 Не_активен Не_активен Активен 176 6
1476 182 Не_активен Не_активен Активен 176 6
1479 182 Не_активен Не_активен Активен 176 6
1482 182 Не_активен Не_активен Активен 176 6
1485 182 Не_активен Не_активен Активен 176 6
1488 183 Активен Не_активен Не_активен 177 6
1491 183 Активен Не_активен Не_активен 177 6
1494 183 Активен Не_активен Не_активен 177 6
1497 183 Активен Не_активен Не_активен 177 6
1500 184 Не_активен Активен Не_активен 178 6
1503 184 Не_активен Активен Не_активен 178 6
1506 184 Не_активен Активен Не_активен 178 6
1509 184 Не_активен Активен Не_активен 178 6
1512 185 Не_активен Не_активен Активен 179 6
1515 185 Не_активен Не_активен Активен 179 6
1518 185 Не_активен Не_активен Активен 179 6
1521 185 Не_активен Не_активен Активен 179 6
1524 185 Не_активен Не_активен Активен 179 6
1527 186 Не_активен Не_активен Не_активен 180 6
1530 187 Не_активен Не_активен Не_активен 181 6
1533 188 Не_активен Не_активен Не_активен 182 6
1536 189 Не_активен Не_активен Не_активен 183 6
1539 190 Не_активен Не_активен Не_активен 184 6
1542 191 Не_активен Не_активен Не_активен 185 6
1545 192 Не_активен Не_активен Не_активен 186 6
1548 193 Не_активен Не_активен Не_активен 187 6
1551 194 Не_активен Не_активен Не_активен 188 6
1554 195 Не_активен Не_активен Не_активен 189 6
1557 196 Не_активен Не_активен Не_активен 190 6
1560 197 Не_активен Не_активен Не_активен 191 6
1563 198 Не_активен Не_активен Не_активен 192 6
1566 199 Не_активен Не_активен Не_активен 193 6
1569 200 Не_активен Не_активен Не_активен 194 6
1572 201 Не_активен Не_активен Не_активен 195 6
1575 202 Не_активен Не_активен Не_активен 196 6
1578 203 Не_активен Не_активен Не_активен 197 6
1581 203 Не_активен Не_активен Активен 197 6
1584 203 Не_активен Не_активен Активен 197 6
1587 203 Не_активен Не_активен Активен 197 6
1590 204 Активен Не_активен Не_активен 198 6
1593 204 Активен Не_активен Не_активен 198 6
1596 204 Активен Не_активен Не_активен 198 6
1599 204 Активен Не_активен Не_активен 198 6
1602 205 Не_активен Активен Не_активен 199 6
1605 205 Не_активен Активен Не_активен 199 6
1608 205 Не_активен Активен Не_активен 199 6
1611 205 Не_активен Активен Не_активен 199 6
1614 205 Не_активен Активен Не_активен 199 6
1617 206 Не_активен Не_активен Активен 200 6
1620 206 Не_активен Не_активен Активен 200 6
1623 206 Не_активен Не_активен Активен 200 6
1626 206 Не_активен Не_активен Активен 200 6
1629 206 Не_активен Не_активен Активен 200 6
1632 207 Активен Не_активен Не_активен 201 6
1635 207 Активен Не_активен Не_активен 201 6
1638 207 Активен Не_активен Не_активен 201 6
1641 207 Активен Не_активен Не_активен 201 6
1644 208 Не_активен Активен Не_активен 202 6
1647 208 Не_активен Активен Не_активен 202 6
1650 208 Не_активен Активен Не_активен 202 6
1653 208 Не_активен Активен Не_активен 202 6
1656 209 Не_активен Не_активен Активен 203 6
1659 209 Не_активен Не_активен Активен 203 6
1662 209 Не_активен Не_активен Активен 203 6
1665 209 Не_активен Не_активен Активен 203 6
1668 210 Активен Не_активен Не_активен 204 6
1671 210 Активен Не_активен Не_активен 204 6
1674 210 Активен Не_активен Не_активен 204 6
1677 210 Активен Не_активен Не_активен 204 6
1680 211 Не_активен Активен Не_активен 205 6
1683 211 Не_активен Активен Не_активен 205 6
1686 211 Не_активен Активен Не_активен 205 6
1689 211 Не_активен Активен Не_активен 205 6
1692 212 Не_активен Не_активен Активен 206 6
1695 212 Не_активен Не_активен Активен 206 6
1698 212 Не_активен Не_активен Активен 206 6
1701 212 Не_активен Не_активен Активен 206 6
1704 212 Не_активен Не_активен Активен 206 6
1707 213 Активен Не_активен Не_активен 207 6
1710 213 Активен Не_активен Не_активен 207 6
1713 213 Активен Не_активен Не_активен 207 6
1716 213 Активен Не_активен Не_активен 207 6
1719 214 Не_активен Активен Не_активен 208 6
1722 214 Не_активен Активен Не_активен 208 6
1725 214 Не_активен Активен Не_активен 208 6
1728 214 Не_активен Активен Не_активен 208 6
1731 215 Не_активен Не_активен Активен 209 6
1734 215 Не_активен Не_активен Активен 209 6
1737 215 Не_активен Не_активен Активен 209 6
1740 215 Не_активен Не_активен Активен 209 6
1743 216 Активен Не_активен Не_активен 210 6
1746 216 Активен Не_активен Не_активен 210 6
1749 216 Активен Не_активен Не_активен 210 6
1752 216 Активен Не_активен Не_активен 210 6
1755 217 Не_активен Активен Не_активен 211 6
1758 217 Не_активен Активен Не_активен 211 6
1761 217 Не_активен Активен Не_активен 211 6
1764 217 Не_активен Активен Не_активен 211 6
1767 218 Не_активен Не_активен Активен 212 6
1770 218 Не_активен Не_активен Активен 212 6
1773 218 Не_активен Не_активен Активен 212 6
1776 218 Не_активен Не_активен Активен 212 6
1779 219 Активен Не_активен Не_активен 213 6
1782 219 Активен Не_активен Не_активен 213 6
1785 219 Активен Не_активен Не_активен 213 6
1788 219 Активен Не_активен Не_активен 213 6
1791 219 Активен Не_активен Не_активен 213 6
1794 220 Не_активен Активен Не_активен 214 6
1797 220 Не_активен Активен Не_активен 214 6
1800 220 Не_активен Активен Не_активен 214 6
1803 220 Не_активен Активен Не_активен 214 6
1806 221 Не_активен Не_активен Активен 215 6
1809 221 Не_активен Не_активен Активен 215 6
1812 221 Не_активен Не_активен Активен 215 6
1815 221 Не_активен Не_активен Активен 215 6
1818 222 Активен Не_активен Не_активен 216 6
1821 222 Активен Не_активен Не_активен 216 6
