
Время,с. Число_поставленных_задач Состояние_первого_терминала Состояние_второго_терминала Состояние_третьего_терминала Количество_решенных_задач Количество_задач_в_очереди
804 46 Не_активен Активен Не_активен 38 8
807 46 Не_активен Активен Не_активен 38 8
810 46 Не_активен Активен Не_активен 38 8
813 46 Не_активен Активен Не_активен 38 8
816 46 Не_активен Активен Не_активен 38 8
819 46 Не_активен Активен Не_активен 38 8
822 46 Не_активен Активен Не_активен 38 8
825 47 Не_активен Не_активен Активен 39 8
828 47 Не_активен Не_активен Активен 39 8
831 47 Не_активен Не_активен Активен 39 8
834 47 Не_активен Не_активен Активен 39 8
837 47 Не_активен Не_активен Активен 39 8
840 47 Не_активен Не_активен Активен 39 8
843 47 Не_активен Не_активен Активен 39 8
846 48 Активен Не_активен Не_активен 40 8
849 48 Активен Не_активен Не_активен 40 8
852 48 Активен Не_активен Не_активен 40 8
855 48 Активен Не_активен Не_активен 40 8
858 48 Активен Не_активен Не_активен 40 8
861 48 Активен Не_активен Не_активен 40 8
864 48 Активен Не_активен Не_активен 40 8
867 49 Не_активен Активен Не_активен 41 8
870 49 Не_активен Активен Не_активен 41 8
873 49 Не_активен Активен Не_активен 41 8
876 49 Не_активен Активен Не_активен 41 8
879 49 Не_активен Активен Не_активен 41 8
882 49 Не_активен Активен Не_активен 41 8
885 49 Не_активен Активен Не_активен 41 8
888 50 Не_активен Не_активен Активен 42 8
891 50 Не_активен Не_активен Активен 42 8
894 50 Не_активен Не_активен Активен 42 8
897 50 Не_активен Не_активен Активен 42 8
900 50 Не_активен Не_активен Активен 42 8
903 50 Не_активен Не_активен Активен 42 8
906 50 Не_активен Не_активен Активен 42 8
909 51 Активен Не_активен Не_активен 43 8
912 51 Активен Не_активен Не_активен 43 8
915 51 Активен Не_активен Не_активен 43 8
918 51 Активен Не_активен Не_активен 43 8
921 51 Активен Не_активен Не_активен 43 8
924 51 Активен Не_активен Не_активен 43 8
927 51 Активен Не_активен Не_активен 43 8
930 52 Не_активен Активен Не_активен 44 8
933 52 Не_активен Активен Не_активен 44 8
936 52 Не_активен Активен Не_активен 44 8
939 52 Не_активен Активен Не_активен 44 8
942 52 Не_активен Активен Не_активен 44 8
945 52 Не_активен Активен Не_активен 44 8
948 52 Не_активен Активен Не_активен 44 8
951 53 Не_активен Не_активен Активен 45 8
954 53 Не_активен Не_активен Активен 45 8
957 53 Не_активен Не_активен Активен 45 8
960 53 Не_активен Не_активен Активен 45 8
963 53 Не_активен Не_активен Активен 45 8
966 53 Не_активен Не_активен Активен 45 8
969 53 Не_активен Не_активен Активен 45 8
972 54 Активен Не_активен Не_активен 46 8
975 54 Активен Не_активен Не_активен 46 8
978 54 Активен Не_активен Не_активен 46 8
981 54 Активен Не_активен Не_активен 46 8
984 54 Активен Не_активен Не_активен 46 8
987 54 Активен Не_активен Не_активен 46 8
990 54 Активен Не_активен Не_активен 46 8
993 55 Не_активен Активен Не_активен 47 8
996 55 Не_активен Активен Не_активен 47 8
999 55 Не_активен Активен Не_активен 47 8
1002 55 Не_активен Активен Не_активен 47 8
1005 55 Не_активен Активен Не_активен 47 8
1008 55 Не_активен Активен Не_активен 47 8
1011 55 Не_активен Активен Не_активен 47 8
1014 56 Не_активен Не_активен Активен 48 8
1017 56 Не_активен Не_активен Активен 48 8
1020 56 Не_активен Не_активен Активен 48 8
1023 56 Не_активен Не_активен Активен 48 8
1026 56 Не_активен Не_активен Активен 48 8
1029 56 Не_активен Не_активен Активен 48 8
1032 56 Не_активен Не_активен Активен 48 8
1035 57 Активен Не_активен Не_активен 49 8
1038 57 Активен Не_активен Не_активен 49 8
1041 57 Активен Не_активен Не_активен 49 8
1044 57 Активен Не_активен Не_активен 49 8
1047 57 Активен Не_активен Не_активен 49 8
1050 57 Активен Не_активен Не_активен 49 8
1053 57 Активен Не_активен Не_активен 49 8
1056 58 Не_активен Активен Не_активен 50 8
1059 58 Не_активен Активен Не_активен 50 8
1062 58 Не_активен Активен Не_активен 50 8
1065 58 Не_активен Активен Не_активен 50 8
1068 58 Не_активен Активен Не_активен 50 8
1071 58 Не_активен Активен Не_активен 50 8
1074 58 Не_активен Активен Не_активен 50 8
1077 59 Не_активен Не_активен Активен 51 8
1080 59 Не_активен Не_активен Активен 51 8
1083 59 Не_активен Не_активен Активен 51 8
1086 59 Не_активен Не_активен Активен 51 8
1089 59 Не_активен Не_активен Активен 51 8
1092 59 Не_активен Не_активен Активен 51 8
1095 59 Не_активен Не_активен Активен 51 8
1098 60 Активен Не_активен Не_активен 52 8
1101 60 Активен Не_активен Не_активен 52 8
1104 60 Активен Не_активен Не_активен 52 8
1107 60 Активен Не_активен Не_активен 52 8
1110 60 Активен Не_активен Не_активен 52 8
1113 60 Активен Не_активен Не_активен 52 8
1116 60 Активен Не_активен Не_активен 52 8
1119 61 Не_активен Активен Не_активен 53 8
1122 61 Не_активен Активен Не_активен 53 8
1125 61 Не_активен Активен Не_активен 53 8
1128 61 Не_активен Активен Не_активен 53 8
1131 61 Не_активен Активен Не_активен 53 8
1134 61 Не_активен Активен Не_активен 53 8
1137 61 Не_активен Активен Не_активен 53 8
1140 62 Не_активен Не_активен Активен 54 8
1143 62 Не_активен Не_активен Активен 54 8
1146 62 Не_активен Не_активен Активен 54 8
1149 62 Не_активен Не_активен Активен 54 8
1152 62 Не_активен Не_активен Активен 54 8
1155 62 Не_активен Не_активен Активен 54 8
1158 62 Не_активен Не_активен Активен 54 8
1161 63 Активен Не_активен Не_активен 55 8
1164 63 Активен Не_активен Не_активен 55 8
1167 63 Активен Не_активен Не_активен 55 8
1170 63 Активен Не_активен Не_активен 55 8
1173 63 Активен Не_активен Не_активен 55 8
1176 63 Активен Не_активен Не_активен 55 8
1179 63 Активен Не_активен Не_активен 55 8
1182 64 Не_активен Активен Не_активен 56 8
1185 64 Не_активен Активен Не_активен 56 8
1188 64 Не_активен Активен Не_активен 56 8
1191 64 Не_активен Активен Не_активен 56 8
1194 64 Не_активен Активен Не_активен 56 8
1197 64 Не_активен Активен Не_активен 56 8
1200 64 Не_активен Активен Не_активен 56 8
1203 65 Не_активен Не_активен Активен 57 8
1206 65 Не_активен Не_активен Активен 57 8
1209 65 Не_активен Не_активен Активен 57 8
1212 65 Не_активен Не_активен Активен 57 8
1215 65 Не_активен Не_активен Активен 57 8
1218 65 Не_активен Не_активен Активен 57 8
1221 65 Не_активен Не_активен Активен 57 8
1224 66 Активен Не_активен Не_активен 58 8
1227 66 Активен Не_активен Не_активен 58 8
1230 66 Активен Не_активен Не_активен 58 8
1233 66 Активен Не_активен Не_активен 58 8
1236 66 Активен Не_активен Не_активен 58 8
1239 66 Активен Не_активен Не_активен 58 8
1242 66 Активен Не_активен Не_активен 58 8
1245 67 Не_активен Активен Не_активен 59 8
1248 67 Не_активен Активен Не_активен 59 8
1251 67 Не_активен Активен Не_активен 59 8
1254 67 Не_активен Активен Не_активен 59 8
1257 67 Не_активен Активен Не_активен 59 8
1260 67 Не_активен Активен Не_активен 59 8
1263 67 Не_активен Активен Не_активен 59 8
1266 68 Не_активен Не_активен Активен 60 8
1269 68 Не_активен Не_активен Активен 60 8
1272 68 Не_активен Не_активен Активен 60 8
1275 68 Не_активен Не_активен Активен 60 8
1278 68 Не_активен Не_активен Активен 60 8
1281 68 Не_активен Не_активен Активен 60 8
1284 68 Не_активен Не_активен Активен 60 8
1287 69 Активен Не_активен Не_активен 61 8
1290 69 Активен Не_активен Не_активен 61 8
1293 69 Активен Не_активен Не_активен 61 8
1296 69 Активен Не_активен Не_активен 61 8
1299 69 Активен Не_активен Не_активен 61 8
1302 69 Активен Не_активен Не_активен 61 8
1305 69 Активен Не_активен Не_активен 61 8
1308 70 Не_активен Активен Не_активен 62 8
1311 70 Не_активен Активен Не_активен 62 8
1314 70 Не_активен Активен Не_активен 62 8
1317 70 Не_активен Активен Не_активен 62 8
1320 70 Не_активен Активен Не_активен 62 8
1323 70 Не_активен Активен Не_активен 62 8
1326 70 Не_активен Активен Не_активен 62 8
1329 71 Не_активен Не_активен Активен 63 8
1332 71 Не_активен Не_активен Активен 63 8
1335 71 Не_активен Не_активен Активен 63 8
1338 71 Не_активен Не_активен Активен 63 8
1341 71 Не_активен Не_активен Активен 63 8
1344 71 Не_активен Не_активен Активен 63 8
1347 71 Не_активен Не_активен Активен 63 8
1350 72 Активен Не_активен Не_активен 64 8
1353 72 Активен Не_активен Не_активен 64 8
1356 72 Активен Не_активен Не_активен 64 8
1359 72 Активен Не_активен Не_активен 64 8
1362 72 Активен Не_активен Не_активен 64 8
1365 72 Активен Не_активен Не_активен 64 8
1368 72 Активен Не_активен Не_активен 64 8
1371 73 Не_активен Активен Не_активен 65 8
1374 73 Не_активен Активен Не_активен 65 8
1377 73 Не_активен Активен Не_активен 65 8
1380 73 Не_активен Активен Не_активен 65 8
1383 73 Не_активен Активен Не_активен 65 8
1386 73 Не_активен Активен Не_активен 65 8
1389 73 Не_активен Активен Не_активен 65 8
1392 74 Не_активен Не_активен Активен 66 8
1395 74 Не_активен Не_активен Активен 66 8
1398 74 Не_активен Не_активен Активен 66 8
1401 74 Не_активен Не_активен Активен 66 8
1404 74 Не_активен Не_активен Активен 66 8
1407 74 Не_активен Не_активен Активен 66 8
1410 74 Не_активен Не_активен Активен 66 8
1413 75 Активен Не_активен Не_активен 67 8
1416 75 Активен Не_активен Не_активен 67 8
1419 75 Активен Не_активен Не_активен 67 8
1422 75 Активен Не_активен Не_активен 67 8
1425 75 Активен Не_активен Не_активен 67 8
1428 75 Активен Не_активен Не_активен 67 8
1431 75 Активен Не_активен Не_активен 67 8
1434 76 Не_активен Активен Не_активен 68 8
1437 76 Не_активен Активен Не_активен 68 8
1440 76 Не_активен Активен Не_активен 68 8
1443 76 Не_активен Активен Не_активен 68 8
1446 76 Не_активен Активен Не_активен 68 8
1449 76 Не_активен Активен Не_активен 68 8
1452 76 Не_активен Активен Не_активен 68 8
1455 77 Не_активен Не_активен Активен 69 8
1458 77 Не_активен Не_активен Активен 69 8
1461 77 Не_активен Не_активен Активен 69 8
1464 77 Не_активен Не_активен Активен 69 8
1467 77 Не_активен Не_активен Активен 69 8
1470 77 Не_активен Не_активен Активен 69 8
1473 77 Не_активен Не_активен Активен 69 8
1476 78 Активен Не_активен Не_активен 70 8
1479 78 Активен Не_активен Не_активен 70 8
1482 78 Активен Не_активен Не_активен 70 8
1485 78 Активен Не_активен Не_активен 70 8
1488 78 Активен Не_активен Не_активен 70 8
1491 78 Активен Не_активен Не_активен 70 8
1494 78 Активен Не_активен Не_активен 70 8
1497 79 Не_активен Активен Не_активен 71 8
1500 79 Не_активен Активен Не_активен 71 8
1503 79 Не_активен Активен Не_активен 71 8
1506 79 Не_активен Активен Не_активен 71 8
1509 79 Не_активен Активен Не_активен 71 8
1512 79 Не_активен Активен Не_активен 71 8
1515 79 Не_активен Активен Не_активен 71 8
1518 80 Не_активен Не_активен Активен 72 8
1521 80 Не_активен Не_активен Активен 72 8
1524 80 Не_активен Не_активен Активен 72 8
1527 80 Не_активен Не_активен Активен 72 8
1530 80 Не_активен Не_активен Активен 72 8
1533 80 Не_активен Не_активен Активен 72 8
1536 80 Не_активен Не_активен Активен 72 8
1539 81 Активен Не_активен Не_активен 73 8
1542 81 Активен Не_активен Не_активен 73 8
1545 81 Активен Не_активен Не_активен 73 8
1548 81 Активен Не_активен Не_активен 73 8
1551 81 Активен Не_активен Не_активен 73 8
1554 81 Активен Не_активен Не_активен 73 8
1557 81 Активен Не_активен Не_активен 73 8
1560 82 Не_активен Активен Не_активен 74 8
1563 82 Не_активен Активен Не_активен 74 8
1566 82 Не_активен Активен Не_активен 74 8
1569 82 Не_активен Активен Не_активен 74 8
1572 82 Не_активен Активен Не_активен 74 8
1575 82 Не_активен Активен Не_активен 74 8
1578 82 Не_активен Активен Не_активен 74 8
1581 83 Не_активен Не_активен Активен 75 8
1584 83 Не_активен Не_активен Активен 75 8
1587 83 Не_активен Не_активен Активен 75 8
1590 83 Не_активен Не_активен Активен 75 8
1593 83 Не_активен Не_активен Активен 75 8
1596 83 Не_активен Не_активен Активен 75 8
1599 83 Не_активен Не_активен Активен 75 8
1602 84 Активен Не_активен Не_активен 76 8
1605 84 Активен Не_активен Не_активен 76 8
1608 84 Активен Не_активен Не_активен 76 8
1611 84 Активен Не_активен Не_активен 76 8
1614 84 Активен Не_активен Не_активен 76 8
1617 84 Активен Не_активен Не_активен 76 8
1620 84 Активен Не_активен Не_активен 76 8
1623 85 Не_активен Активен Не_активен 77 8
1626 85 Не_активен Активен Не_активен 77 8
1629 85 Не_активен Активен Не_активен 77 8
1632 85 Не_активен Активен Не_активен 77 8
1635 85 Не_активен Активен Не_активен 77 8
1638 85 Не_активен Активен Не_активен 77 8
1641 85 Не_активен Активен Не_активен 77 8
1644 86 Не_активен Не_активен Активен 78 8
1647 86 Не_активен Не_активен Активен 78 8
1650 86 Не_активен Не_активен Активен 78 8
1653 86 Не_активен Не_активен Активен 78 8
1656 86 Не_активен Не_активен Активен 78 8
1659 86 Не_активен Не_активен Активен 78 8
1662 86 Не_активен Не_активен Активен 78 8
1665 87 Активен Не_активен Не_активен 79 8
1668 87 Активен Не_активен Не_активен 79 8
1671 87 Активен Не_активен Не_активен 79 8
1674 87 Активен Не_активен Не_активен 79 8
1677 87 Активен Не_активен Не_активен 79 8
1680 87 Активен Не_активен Не_активен 79 8
1683 87 Активен Не_активен Не_активен 79 8
1686 88 Не_активен Активен Не_активен 80 8
1689 88 Не_активен Активен Не_активен 80 8
1692 88 Не_активен Активен Не_активен 80 8
1695 88 Не_активен Активен Не_активен 80 8
1698 88 Не_активен Активен Не_активен 80 8
1701 88 Не_активен Активен Не_активен 80 8
1704 88 Не_активен Активен Не_активен 80 8
1707 89 Не_активен Не_активен Активен 81 8
1710 89 Не_активен Не_активен Активен 81 8
1713 89 Не_активен Не_активен Активен 81 8
1716 89 Не_активен Не_активен Активен 81 8
1719 89 Не_активен Не_активен Активен 81 8
1722 89 Не_активен Не_активен Активен 81 8
1725 89 Не_активен Не_активен Активен 81 8
1728 90 Активен Не_активен Не_активен 82 8
1731 90 Активен Не_активен Не_активен 82 8
1734 90 Активен Не_активен Не_активен 82 8
1737 90 Активен Не_активен Не_активен 82 8
1740 90 Активен Не_активен Не_активен 82 8
1743 90 Активен Не_активен Не_активен 82 8
1746 90 Активен Не_активен Не_активен 82 8
1749 91 Не_активен Активен Не_активен 83 8
1752 91 Не_активен Активен Не_активен 83 8
1755 91 Не_активен Активен Не_активен 83 8
1758 91 Не_активен Активен Не_активен 83 8
1761 91 Не_активен Активен Не_активен 83 8
1764 91 Не_активен Активен Не_активен 83 8
1767 91 Не_активен Активен Не_активен 83 8
1770 92 Не_активен Не_активен Активен 84 8
1773 92 Не_активен Не_активен Активен 84 8
1776 92 Не_активен Не_активен Активен 84 8
1779 92 Не_активен Не_активен Активен 84 8
1782 92 Не_активен Не_активен Активен 84 8
1785 92 Не_активен Не_активен Активен 84 8
1788 92 Не_активен Не_активен Активен 84 8
1791 93 Активен Не_активен Не_активен 85 8
1794 93 Активен Не_активен Не_активен 85 8
1797 93 Активен Не_активен Не_активен 85 8
1800 93 Активен Не_активен Не_активен 85 8
1803 93 Активен Не_активен Не_активен 85 8
1806 93 Активен Не_активен Не_активен 85 8
1809 93 Активен Не_активен Не_активен 85 8
1812 94 Не_активен Активен Не_активен 86 8
1815 94 Не_активен Активен Не_активен 86 8
1818 94 Не_активен Активен Не_активен 86 8
1821 94 Не_активен Активен Не_активен 86 8
1824 94 Не_активен Активен Не_активен 86 8
1827 94 Не_активен Активен Не_активен 86 8
1830 94 Не_активен Активен Не_активен 86 8
1833 95 Не_активен Не_активен Активен 87 8
1836 95 Не_активен Не_активен Активен 87 8
1839 95 Не_активен Не_активен Активен 87 8
1842 95 Не_активен Не_активен Активен 87 8
1845 95 Не_активен Не_активен Активен 87 8
1848 95 Не_активен Не_активен Активен 87 8
